"id","display_name","payment_term_type","payment_term_count","note","line_ids/day_of_the_month","line_ids/id","line_ids/days","line_ids/option","line_ids/sequence","line_ids/value","line_ids/value_amount"
"","","","","","10","__export__.account_payment_term_line_218_63ffae6e1d7f6","210","dias após a data da fatura","16","Percentual","4.7619"
"","","","","","10","__export__.account_payment_term_line_219_63ffae6e1d836","240","dias após a data da fatura","17","Percentual","4.7619"
"","","","","","10","__export__.account_payment_term_line_220_63ffae6e1d875","270","dias após a data da fatura","18","Percentual","4.7619"
"","","","","","10","__export__.account_payment_term_line_221_63ffae6e1d8b5","300","dias após a data da fatura","19","Percentual","4.7619"
"","","","","","10","__export__.account_payment_term_line_222_63ffae6e1d8f6","330","dias após a data da fatura","20","Percentual","4.7619"
"","","","","","10","__export__.account_payment_term_line_223_63ffae6e1d936","360","dias após a data da fatura","21","Percentual","4.7619"
"","","","","","10","__export__.account_payment_term_line_224_63ffae6e1d976","390","dias após a data da fatura","22","Percentual","4.7619"
"","","","","","10","__export__.account_payment_term_line_225_63ffae6e1d9b5","420","dias após a data da fatura","23","Percentual","4.7619"
"","","","","","10","__export__.account_payment_term_line_226_63ffae6e1d9f5","450","dias após a data da fatura","24","Percentual","4.7619"
"","","","","","10","__export__.account_payment_term_line_227_63ffae6e1da34","480","dias após a data da fatura","25","Percentual","4.7619"
"","","","","","10","__export__.account_payment_term_line_228_63ffae6e1da74","510","dias após a data da fatura","26","Percentual","4.7619"
"","","","","","10","__export__.account_payment_term_line_229_63ffae6e1dab3","540","dias após a data da fatura","27","Percentual","4.7619"
"","","","","","10","__export__.account_payment_term_line_230_63ffae6e1daf5","570","dias após a data da fatura","28","Percentual","4.7619"
"","","","","","10","__export__.account_payment_term_line_231_63ffae6e1db35","600","dias após a data da fatura","29","Saldo","0.0"
"__export__.account_payment_term_32_63ffae6e1db71","recorrencia_22x","Recorrência","22","Recorrência em 22 meses","0","__export__.account_payment_term_line_232_63ffae6e1dbaa","0","dias após a data da fatura","9","Percentual","4.5455"
"","","","","","10","__export__.account_payment_term_line_233_63ffae6e1dbea","30","dias após a data da fatura","10","Percentual","4.5455"
"","","","","","10","__export__.account_payment_term_line_234_63ffae6e1dc29","60","dias após a data da fatura","11","Percentual","4.5455"
"","","","","","10","__export__.account_payment_term_line_235_63ffae6e1dc69","90","dias após a data da fatura","12","Percentual","4.5455"
"","","","","","10","__export__.account_payment_term_line_236_63ffae6e1dca9","120","dias após a data da fatura","13","Percentual","4.5455"
"","","","","","10","__export__.account_payment_term_line_237_63ffae6e1dcea","150","dias após a data da fatura","14","Percentual","4.5455"
"","","","","","10","__export__.account_payment_term_line_238_63ffae6e1dd2a","180","dias após a data da fatura","15","Percentual","4.5455"
"","","","","","10","__export__.account_payment_term_line_239_63ffae6e1dd69","210","dias após a data da fatura","16","Percentual","4.5455"
"","","","","","10","__export__.account_payment_term_line_240_63ffae6e1dda9","240","dias após a data da fatura","17","Percentual","4.5455"
"","","","","","10","__export__.account_payment_term_line_241_63ffae6e1dde9","270","dias após a data da fatura","18","Percentual","4.5455"
"","","","","","10","__export__.account_payment_term_line_242_63ffae6e1de28","300","dias após a data da fatura","19","Percentual","4.5455"
"","","","","","10","__export__.account_payment_term_line_243_63ffae6e1de68","330","dias após a data da fatura","20","Percentual","4.5455"
"","","","","","10","__export__.account_payment_term_line_244_63ffae6e1dea7","360","dias após a data da fatura","21","Percentual","4.5455"
"","","","","","10","__export__.account_payment_term_line_245_63ffae6e1dee6","390","dias após a data da fatura","22","Percentual","4.5455"
"","","","","","10","__export__.account_payment_term_line_246_63ffae6e1df26","420","dias após a data da fatura","23","Percentual","4.5455"
"","","","","","10","__export__.account_payment_term_line_247_63ffae6e1df66","450","dias após a data da fatura","24","Percentual","4.5455"
"","","","","","10","__export__.account_payment_term_line_248_63ffae6e1dfa5","480","dias após a data da fatura","25","Percentual","4.5455"
"","","","","","10","__export__.account_payment_term_line_249_63ffae6e1dfe4","510","dias após a data da fatura","26","Percentual","4.5455"
"","","","","","10","__export__.account_payment_term_line_250_63ffae6e1e024","540","dias após a data da fatura","27","Percentual","4.5455"
"","","","","","10","__export__.account_payment_term_line_251_63ffae6e1e064","570","dias após a data da fatura","28","Percentual","4.5455"
"","","","","","10","__export__.account_payment_term_line_252_63ffae6e1e0a3","600","dias após a data da fatura","29","Percentual","4.5455"
"","","","","","10","__export__.account_payment_term_line_253_63ffae6e1e0e4","630","dias após a data da fatura","30","Saldo","0.0"
"__export__.account_payment_term_33_63ffae6e1e121","recorrencia_23x","Recorrência","23","Recorrência em 23 meses","0","__export__.account_payment_term_line_254_63ffae6e1e15a","0","dias após a data da fatura","9","Percentual","4.3478"
"","","","","","10","__export__.account_payment_term_line_255_63ffae6e1e199","30","dias após a data da fatura","10","Percentual","4.3478"
"","","","","","10","__export__.account_payment_term_line_256_63ffae6e1e1d9","60","dias após a data da fatura","11","Percentual","4.3478"
"","","","","","10","__export__.account_payment_term_line_257_63ffae6e1e218","90","dias após a data da fatura","12","Percentual","4.3478"
"","","","","","10","__export__.account_payment_term_line_258_63ffae6e1e258","120","dias após a data da fatura","13","Percentual","4.3478"
"","","","","","10","__export__.account_payment_term_line_259_63ffae6e1e298","150","dias após a data da fatura","14","Percentual","4.3478"
"","","","","","10","__export__.account_payment_term_line_260_63ffae6e1e2d7","180","dias após a data da fatura","15","Percentual","4.3478"
"","","","","","10","__export__.account_payment_term_line_261_63ffae6e1e317","210","dias após a data da fatura","16","Percentual","4.3478"
"","","","","","10","__export__.account_payment_term_line_262_63ffae6e1e356","240","dias após a data da fatura","17","Percentual","4.3478"
"","","","","","10","__export__.account_payment_term_line_263_63ffae6e1e398","270","dias após a data da fatura","18","Percentual","4.3478"
"","","","","","10","__export__.account_payment_term_line_264_63ffae6e1e3d7","300","dias após a data da fatura","19","Percentual","4.3478"
"","","","","","10","__export__.account_payment_term_line_265_63ffae6e1e417","330","dias após a data da fatura","20","Percentual","4.3478"
"","","","","","10","__export__.account_payment_term_line_266_63ffae6e1e456","360","dias após a data da fatura","21","Percentual","4.3478"
"","","","","","10","__export__.account_payment_term_line_267_63ffae6e1e496","390","dias após a data da fatura","22","Percentual","4.3478"
"","","","","","10","__export__.account_payment_term_line_268_63ffae6e1e4d5","420","dias após a data da fatura","23","Percentual","4.3478"
"","","","","","10","__export__.account_payment_term_line_269_63ffae6e1e4e9","450","dias após a data da fatura","24","Percentual","4.3478"
"","","","","","10","__export__.account_payment_term_line_270_63ffae6e1e52a","480","dias após a data da fatura","25","Percentual","4.3478"
"","","","","","10","__export__.account_payment_term_line_271_63ffae6e1e56a","510","dias após a data da fatura","26","Percentual","4.3478"
"","","","","","10","__export__.account_payment_term_line_272_63ffae6e1e5a9","540","dias após a data da fatura","27","Percentual","4.3478"
"","","","","","10","__export__.account_payment_term_line_273_63ffae6e1e5e9","570","dias após a data da fatura","28","Percentual","4.3478"
"","","","","","10","__export__.account_payment_term_line_274_63ffae6e1e628","600","dias após a data da fatura","29","Percentual","4.3478"
"","","","","","10","__export__.account_payment_term_line_275_63ffae6e1e668","630","dias após a data da fatura","30","Percentual","4.3478"
"","","","","","10","__export__.account_payment_term_line_276_63ffae6e1e6a7","660","dias após a data da fatura","31","Saldo","0.0"
"__export__.account_payment_term_34_63ffae6e1e6e3","recorrencia_24x","Recorrência","24","Recorrência em 24 meses","0","__export__.account_payment_term_line_277_63ffae6e1e71c","0","dias após a data da fatura","9","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_278_63ffae6e1e75c","30","dias após a data da fatura","10","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_279_63ffae6e1e79b","60","dias após a data da fatura","11","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_280_63ffae6e1e7db","90","dias após a data da fatura","12","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_281_63ffae6e1e81b","120","dias após a data da fatura","13","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_282_63ffae6e1e85a","150","dias após a data da fatura","14","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_283_63ffae6e1e89a","180","dias após a data da fatura","15","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_284_63ffae6e1e8db","210","dias após a data da fatura","16","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_285_63ffae6e1e91b","240","dias após a data da fatura","17","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_286_63ffae6e1e95a","270","dias após a data da fatura","18","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_287_63ffae6e1e99a","300","dias após a data da fatura","19","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_288_63ffae6e1e9d9","330","dias após a data da fatura","20","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_289_63ffae6e1ea19","360","dias após a data da fatura","21","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_290_63ffae6e1ea58","390","dias após a data da fatura","22","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_291_63ffae6e1ea98","420","dias após a data da fatura","23","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_292_63ffae6e1ead7","450","dias após a data da fatura","24","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_293_63ffae6e1eb17","480","dias após a data da fatura","25","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_294_63ffae6e1eb57","510","dias após a data da fatura","26","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_295_63ffae6e1eb96","540","dias após a data da fatura","27","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_296_63ffae6e1ebd5","570","dias após a data da fatura","28","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_297_63ffae6e1ec18","600","dias após a data da fatura","29","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_298_63ffae6e1ec57","630","dias após a data da fatura","30","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_299_63ffae6e1ec97","660","dias após a data da fatura","31","Percentual","4.1667"
"","","","","","10","__export__.account_payment_term_line_300_63ffae6e1ecd8","690","dias após a data da fatura","32","Saldo","0.0"
"__export__.account_payment_term_35_63ffae6e1ed15","recorrencia_25x","Recorrência","25","Recorrência em 25 meses","0","__export__.account_payment_term_line_301_63ffae6e1ed4e","0","dias após a data da fatura","9","Percentual","4.0"
"","","","","","10","__export__.account_payment_term_line_302_63ffae6e1ed8d","30","dias após a data da fatura","10","Percentual","4.0"
"","","","","","10","__export__.account_payment_term_line_303_63ffae6e1edcd","60","dias após a data da fatura","11","Percentual","4.0"
"","","","","","10","__export__.account_payment_term_line_304_63ffae6e1ee0c","90","dias após a data da fatura","12","Percentual","4.0"
"","","","","","10","__export__.account_payment_term_line_305_63ffae6e1ee4c","120","dias após a data da fatura","13","Percentual","4.0"
"","","","","","10","__export__.account_payment_term_line_306_63ffae6e1ee8b","150","dias após a data da fatura","14","Percentual","4.0"
"","","","","","10","__export__.account_payment_term_line_307_63ffae6e1eeca","180","dias após a data da fatura","15","Percentual","4.0"
